Date,Open,High,Low,Close,Volume
2015-01-02,78.86000061035156,79.93000030517578,78.72000122070312,79.51000213623047,2133900
2015-01-05,79.08999633789062,79.31999969482422,78.75,79.0,2962900
2015-01-06,79.26000213623047,79.91999816894531,78.56999969482422,78.8499984741211,4014400
2015-01-07,79.3499984741211,80.66999816894531,79.06999969482422,80.5,4292400
2015-01-08,80.91999816894531,82.31999969482422,80.69999694824219,81.7699966430664,5096600
2015-01-09,81.94999694824219,82.12000274658203,81.44999694824219,81.62000274658203,1933800
2015-01-12,81.91999816894531,82.11000061035156,81.30000305175781,81.5199966430664,2512500
2015-01-13,82.0999984741211,82.22000122070312,79.98999786376953,81.33000183105469,4029500
2015-01-14,80.94000244140625,81.80000305175781,80.4800033569336,81.6500015258789,4040100
2015-01-15,81.86000061035156,82.20999908447266,81.55000305175781,81.62999725341797,2609800
2015-01-16,81.72000122070312,82.75,81.68000030517578,82.62999725341797,4539200
2015-01-20,82.87999725341797,83.06999969482422,81.69999694824219,82.01000213623047,3330800
2015-01-21,81.6500015258789,81.8499984741211,81.16000366210938,81.36000061035156,3801700
2015-01-22,83.76000213623047,85.45999908447266,83.3499984741211,85.25,6469200
2015-01-23,85.45999908447266,87.80999755859375,85.45999908447266,86.83000183105469,5424000
2015-01-26,86.94000244140625,88.22000122070312,86.27999877929688,88.05000305175781,4765200
2015-01-27,87.58999633789062,88.3499984741211,87.30000305175781,87.80000305175781,2777100
2015-01-28,88.44999694824219,88.79000091552734,87.12999725341797,87.16000366210938,3545200
2015-01-29,87.1500015258789,87.18000030517578,85.6500015258789,86.76000213623047,3046600
2015-01-30,86.58000183105469,87.56999969482422,86.16999816894531,86.51000213623047,3608500
2015-02-02,86.58999633789062,86.70999908447266,85.0199966430664,86.36000061035156,4003000
2015-02-03,86.29000091552734,87.83999633789062,85.6500015258789,87.23999786376953,3468600
2015-02-04,86.77999877929688,87.5,85.91999816894531,86.2699966430664,3071900
2015-02-05,86.52999877929688,87.18000030517578,86.20999908447266,86.7300033569336,4424200
2015-02-06,87.22000122070312,88.86000061035156,86.20999908447266,86.66000366210938,6463100
2015-02-09,86.23999786376953,86.94999694824219,85.7300033569336,86.19000244140625,3888600
2015-02-10,86.58000183105469,87.3499984741211,86.31999969482422,87.16999816894531,5152400
2015-02-11,87.31999969482422,87.44999694824219,86.26000213623047,87.18000030517578,2239300
2015-02-12,87.30000305175781,87.73999786376953,86.81999969482422,87.58999633789062,1873100
2015-02-13,87.58999633789062,88.01000213623047,87.02999877929688,88.0,2788600
2015-02-17,88.44999694824219,89.44000244140625,87.56999969482422,87.5999984741211,4077300
2015-02-18,87.87999725341797,88.23999786376953,87.4000015258789,88.19999694824219,4116300
2015-02-19,87.98999786376953,88.30000305175781,87.56999969482422,87.79000091552734,2800100
2015-02-20,87.72000122070312,89.01000213623047,87.66000366210938,88.70999908447266,3217600
2015-02-23,88.91999816894531,89.04000091552734,87.2699966430664,87.9000015258789,3377300
2015-02-24,87.70999908447266,87.91000366210938,85.79000091552734,86.80999755859375,3752200
2015-02-25,86.80999755859375,87.94999694824219,86.44000244140625,86.58000183105469,3061300
2015-02-26,86.54000091552734,86.54000091552734,85.22000122070312,86.08999633789062,2773100
2015-02-27,86.31999969482422,86.45999908447266,85.70999908447266,86.30999755859375,2590700
2015-03-02,86.5999984741211,87.51000213623047,86.1500015258789,86.38999938964844,3098200
2015-03-03,86.1500015258789,86.55999755859375,85.98999786376953,86.30000305175781,2192700
2015-03-04,86.19999694824219,86.26000213623047,85.58000183105469,85.81999969482422,1896900
2015-03-05,86.2300033569336,86.45999908447266,85.91000366210938,86.26000213623047,1181700
2015-03-06,85.69999694824219,85.9000015258789,84.91000366210938,85.04000091552734,2772400
2015-03-09,85.2699966430664,85.69999694824219,84.86000061035156,85.5,1412600
2015-03-10,85.20999908447266,85.41999816894531,84.55999755859375,84.56999969482422,1689300
2015-03-11,84.47000122070312,85.2699966430664,84.20999908447266,84.91999816894531,1688900
2015-03-12,85.37999725341797,86.0,84.97000122070312,85.94999694824219,1225800
2015-03-13,85.66000366210938,85.66000366210938,84.37999725341797,84.91000366210938,1410300
2015-03-16,85.16999816894531,85.95999908447266,84.91999816894531,85.80000305175781,1448600
2015-03-17,85.41000366210938,85.7699966430664,85.12999725341797,85.5199966430664,1462200
2015-03-18,84.80000305175781,86.98999786376953,84.47000122070312,86.44000244140625,3416200
2015-03-19,85.8499984741211,86.38999938964844,85.4800033569336,85.8499984741211,2232800
2015-03-20,86.29000091552734,87.30999755859375,86.01000213623047,86.80000305175781,2907500
2015-03-23,86.83000183105469,86.83000183105469,86.25,86.25,1720100
2015-03-24,86.26000213623047,86.7699966430664,85.80999755859375,85.83999633789062,1865400
2015-03-25,85.83000183105469,86.11000061035156,84.5999984741211,84.63999938964844,1451100
2015-03-26,84.25,85.08999633789062,83.91000366210938,84.61000061035156,2320300
2015-03-27,84.61000061035156,85.06999969482422,83.86000061035156,84.80999755859375,2903600
2015-03-30,84.8499984741211,85.13999938964844,84.2699966430664,84.38999938964844,1548100
2015-03-31,84.01000213623047,84.45999908447266,82.54000091552734,82.54000091552734,3336100
2015-04-01,82.87999725341797,83.91999816894531,82.8499984741211,83.72000122070312,2067900
2015-04-02,83.76000213623047,84.37000274658203,83.55000305175781,84.1500015258789,1164700
2015-04-06,83.98999786376953,85.05999755859375,83.87999725341797,84.94000244140625,1294600
2015-04-07,85.83999633789062,86.18000030517578,85.41999816894531,85.66999816894531,1951200
2015-04-08,85.5999984741211,85.86000061035156,84.79000091552734,85.37000274658203,1952700
2015-04-09,85.26000213623047,85.43000030517578,84.58000183105469,85.13999938964844,2270400
2015-04-10,85.25,85.69999694824219,84.44999694824219,84.69000244140625,1022300
2015-04-13,84.66000366210938,87.13999938964844,84.38999938964844,85.0,2511200
2015-04-14,84.91999816894531,85.58000183105469,84.61000061035156,85.38999938964844,2251900
2015-04-15,85.81999969482422,86.0999984741211,85.58999633789062,85.8499984741211,1737100
2015-04-16,85.43000030517578,86.12999725341797,84.79000091552734,86.0,1799900
2015-04-17,85.5999984741211,86.08999633789062,84.66000366210938,85.83999633789062,3756600
2015-04-20,86.18000030517578,86.52999877929688,85.77999877929688,86.43000030517578,1883300
2015-04-21,86.54000091552734,86.55000305175781,85.58000183105469,85.79000091552734,2419200
