Company: DE
Comparison of Actual vs Predicted Prices:
dates actual predicted
2023-04-06   241.26     246.05    
2023-04-21   256.23     246.38    
2023-05-05   203.54     221.67    
2023-05-19   199.88     185.32    
2023-06-05   181.09     180.28    
2023-06-20   197.55     205.90    
2023-07-05   195.64     203.80    
2023-07-19   190.97     190.86    
2023-08-02   172.50     186.96    
2023-08-16   162.13     173.22    
2023-08-30   163.57     150.79    
2023-09-14   154.24     153.79    
2023-09-28   141.95     141.87    
2023-10-12   139.62     140.66    
2023-10-26   134.23     138.62    
2023-11-09   115.32     119.99    
2023-11-24   123.91     119.49    
2023-12-08   133.73     131.17    
2023-12-22   144.43     144.64    
2024-01-09   139.27     135.85    
2024-01-24   126.16     127.45    
2024-02-07   141.93     142.91    
2024-02-22   148.67     140.15    
2024-03-07   148.17     152.00    
2024-03-21   146.25     157.80    
2024-04-05   144.43     150.78    
2024-04-19   144.41     139.61    
2024-05-03   132.94     140.96    
2024-05-17   134.75     138.71    
2024-06-03   124.22     130.42    
2024-06-17   114.88     121.58    
2024-07-02   105.87     110.24    
2024-07-17   100.68     104.76    
2024-07-31   99.61      99.01     
2024-08-14   91.63      87.26     
2024-08-28   92.39      95.75     
2024-09-12   84.20      89.97     
2024-09-26   100.78     91.63     
2024-10-10   94.94      93.27     
2024-10-24   88.63      87.45     
2024-11-07   66.31      69.78     
2024-12-12   N/A        86.59     
2024-12-13   N/A        87.86     
2024-12-16   N/A        89.16     
2024-12-17   N/A        92.76     
2024-12-18   N/A        91.09     
2024-12-19   N/A        91.79     
2024-12-20   N/A        73.96     
2024-12-23   N/A        70.41     
2024-12-24   N/A        70.52     
2024-12-25   N/A        69.78     
2024-12-26   N/A        69.39     
2024-12-27   N/A        68.44     
2024-12-30   N/A        67.14     
2024-12-31   N/A        78.03     

Company: EQIX
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   657.68     663.22    
2023-01-10   695.15     725.49    
2023-01-25   719.77     707.45    
2023-02-08   730.99     718.92    
2023-02-23   706.32     681.23    
2023-03-09   682.88     704.22    
2023-03-23   666.37     667.65    
2023-04-06   711.23     683.39    
2023-04-21   713.00     692.94    
2023-05-05   740.00     668.87    
2023-05-19   723.58     707.76    
2023-06-05   753.08     744.63    
2023-06-20   780.24     777.98    
2023-07-05   790.12     786.59    
2023-07-19   812.73     842.07    
2023-08-02   805.63     836.64    
2023-08-16   753.75     779.70    
2023-08-30   792.54     756.29    
2023-09-14   782.17     782.23    
2023-09-28   720.97     684.92    
2023-10-12   743.33     759.48    
2023-10-26   719.51     647.56    
2023-11-09   757.01     736.76    
2023-11-24   795.00     795.94    
2023-12-08   801.77     815.04    
2023-12-22   799.68     844.18    
2024-01-09   798.69     793.25    
2024-01-24   795.22     814.66    
2024-02-07   846.73     864.62    
2024-02-22   880.82     852.67    
2024-03-07   906.06     898.31    
2024-03-21   811.64     896.12    
2024-04-05   784.41     801.78    
2024-04-19   748.00     746.16    
2024-05-03   700.18     662.92    
2024-05-17   799.83     816.46    
2024-06-03   751.46     773.35    
2024-06-17   762.38     773.95    
2024-07-02   756.38     741.38    
2024-07-17   803.14     816.59    
2024-07-31   790.24     785.66    
2024-08-14   841.49     853.54    
2024-08-28   813.70     834.47    
2024-09-12   868.81     888.17    
2024-09-26   878.98     889.09    
2024-10-10   870.54     880.05    
2024-10-24   895.76     883.51    
2024-11-07   907.74     924.72    
2024-12-12   N/A        883.98    
2024-12-13   N/A        886.24    
2024-12-16   N/A        905.77    
2024-12-17   N/A        909.28    
2024-12-18   N/A        908.38    
2024-12-19   N/A        916.67    
2024-12-20   N/A        930.07    
2024-12-23   N/A        927.73    
2024-12-24   N/A        928.73    
2024-12-25   N/A        924.72    
2024-12-26   N/A        918.91    
2024-12-27   N/A        929.81    
2024-12-30   N/A        936.98    
2024-12-31   N/A        878.32    

Company: SCHW
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   81.77      81.94     
2023-01-10   85.62      84.24     
2023-01-25   79.21      81.18     
2023-02-08   80.61      83.26     
2023-02-23   78.97      81.60     
2023-03-09   66.47      79.98     
2023-03-23   52.89      58.75     
2023-04-06   49.35      51.61     
2023-04-21   53.80      56.30     
2023-05-05   49.24      49.00     
2023-05-19   51.67      52.82     
2023-06-05   54.41      54.98     
2023-06-20   53.93      53.30     
2023-07-05   56.69      57.64     
2023-07-19   66.04      61.07     
2023-08-02   65.34      66.32     
2023-08-16   60.45      64.42     
2023-08-30   59.78      59.41     
2023-09-14   59.76      63.00     
2023-09-28   54.55      54.20     
2023-10-12   51.51      53.86     
2023-10-26   51.43      53.45     
2023-11-09   54.16      57.38     
2023-11-24   56.43      58.07     
2023-12-08   64.07      63.46     
2023-12-22   68.58      67.05     
2024-01-09   66.75      70.01     
2024-01-24   63.48      63.64     
2024-02-07   62.43      62.56     
2024-02-22   64.63      65.18     
2024-03-07   68.19      66.16     
2024-03-21   71.85      68.46     
2024-04-05   71.89      71.24     
2024-04-19   73.42      70.42     
2024-05-03   76.04      77.46     
2024-05-17   78.78      81.59     
2024-06-03   72.37      69.27     
2024-06-17   72.81      73.57     
2024-07-02   74.15      74.94     
2024-07-17   63.80      75.60     
2024-07-31   65.19      65.25     
2024-08-14   65.36      64.37     
2024-08-28   63.98      65.99     
2024-09-12   61.74      63.95     
2024-09-26   63.84      64.44     
2024-10-10   66.65      64.17     
2024-10-24   72.59      67.10     
2024-11-07   73.17      66.82     
2024-12-12   N/A        69.95     
2024-12-13   N/A        71.93     
2024-12-16   N/A        73.03     
2024-12-17   N/A        70.38     
2024-12-18   N/A        68.45     
2024-12-19   N/A        68.90     
2024-12-20   N/A        68.59     
2024-12-23   N/A        67.87     
2024-12-24   N/A        67.80     
2024-12-25   N/A        66.82     
2024-12-26   N/A        71.26     
2024-12-27   N/A        75.01     
2024-12-30   N/A        75.15     
2024-12-31   N/A        80.66     

Company: MSFT
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   238.73     215.14    
2023-01-10   228.85     195.39    
2023-01-25   240.61     232.77    
2023-02-08   266.73     239.08    
2023-02-23   254.77     268.07    
2023-03-09   252.32     217.63    
2023-03-23   277.66     258.02    
2023-04-06   291.60     287.84    
2023-04-21   285.76     295.22    
2023-05-05   310.65     311.60    
2023-05-19   318.34     313.17    
2023-06-05   335.94     324.59    
2023-06-20   338.05     316.34    
2023-07-05   338.15     338.81    
2023-07-19   355.08     349.83    
2023-08-02   327.50     319.98    
2023-08-16   320.40     303.95    
2023-08-30   328.79     343.36    
2023-09-14   338.70     338.75    
2023-09-28   313.64     304.63    
2023-10-12   331.16     332.23    
2023-10-26   327.89     321.44    
2023-11-09   360.69     365.23    
2023-11-24   377.43     360.07    
2023-12-08   374.23     378.10    
2023-12-22   374.58     361.71    
2024-01-09   375.79     383.25    
2024-01-24   402.56     389.13    
2024-02-07   414.05     405.93    
2024-02-22   411.65     421.04    
2024-03-07   409.14     416.10    
2024-03-21   429.37     428.21    
2024-04-05   425.52     421.68    
2024-04-19   399.12     429.36    
2024-05-03   406.66     392.04    
2024-05-17   420.21     425.01    
2024-06-03   413.52     419.86    
2024-06-17   448.37     452.01    
2024-07-02   459.28     418.12    
2024-07-17   443.52     404.03    
2024-07-31   418.35     397.77    
2024-08-14   416.86     388.57    
2024-08-28   410.60     444.08    
2024-09-12   427.00     429.60    
2024-09-26   431.31     410.53    
2024-10-10   415.84     414.21    
2024-10-24   424.73     445.92    
2024-11-07   425.43     420.54    
2024-12-12   N/A        446.93    
2024-12-13   N/A        444.99    
2024-12-16   N/A        448.55    
2024-12-17   N/A        450.78    
2024-12-18   N/A        450.17    
2024-12-19   N/A        445.52    
2024-12-20   N/A        408.31    
2024-12-23   N/A        402.45    
2024-12-24   N/A        413.52    
2024-12-25   N/A        420.54    
2024-12-26   N/A        430.41    
2024-12-27   N/A        436.77    
2024-12-30   N/A        427.86    
2024-12-31   N/A        452.20    

Company: CCI
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   136.98     135.58    
2023-01-10   147.10     143.57    
2023-01-25   145.47     145.63    
2023-02-08   143.42     144.68    
2023-02-23   134.26     131.82    
2023-03-09   127.86     125.23    
2023-03-23   123.75     130.58    
2023-04-06   134.42     133.72    
2023-04-21   125.97     129.43    
2023-05-05   118.50     121.07    
2023-05-19   113.08     111.89    
2023-06-05   112.80     114.04    
2023-06-20   112.45     117.23    
2023-07-05   117.87     111.19    
2023-07-19   113.50     112.61    
2023-08-02   107.00     108.67    
2023-08-16   99.85      106.16    
2023-08-30   100.82     101.55    
2023-09-14   98.63      100.10    
2023-09-28   92.08      92.59     
2023-10-12   94.31      92.76     
2023-10-26   91.47      88.74     
2023-11-09   95.62      98.11     
2023-11-24   103.58     104.53    
2023-12-08   116.07     124.57    
2023-12-22   114.83     112.35    
2024-01-09   113.76     115.80    
2024-01-24   105.56     111.79    
2024-02-07   106.87     107.93    
2024-02-22   107.97     109.02    
2024-03-07   111.61     113.80    
2024-03-21   103.66     106.68    
2024-04-05   100.78     103.06    
2024-04-19   95.20      95.52     
2024-05-03   97.39      96.01     
2024-05-17   102.89     103.89    
2024-06-03   103.11     100.11    
2024-06-17   96.34      100.34    
2024-07-02   95.29      98.41     
2024-07-17   105.63     101.25    
2024-07-31   110.08     106.69    
2024-08-14   110.21     109.25    
2024-08-28   113.49     112.46    
2024-09-12   119.07     115.48    
2024-09-26   114.78     125.67    
2024-10-10   109.94     110.68    
2024-10-24   111.45     111.14    
2024-11-07   104.21     106.80    
2024-12-12   N/A        110.86    
2024-12-13   N/A        111.93    
2024-12-16   N/A        107.12    
2024-12-17   N/A        113.10    
2024-12-18   N/A        110.89    
2024-12-19   N/A        110.22    
2024-12-20   N/A        110.73    
2024-12-23   N/A        106.30    
2024-12-24   N/A        107.42    
2024-12-25   N/A        106.80    
2024-12-26   N/A        102.20    
2024-12-27   N/A        106.07    
2024-12-30   N/A        105.40    
2024-12-31   N/A        102.68    

Company: CAT
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   239.87     221.40    
2023-01-10   250.51     241.39    
2023-01-25   258.44     242.01    
2023-02-08   248.87     261.45    
2023-02-23   237.95     230.44    
2023-03-09   240.96     216.85    
2023-03-23   219.44     221.00    
2023-04-06   209.17     217.31    
2023-04-21   220.27     227.03    
2023-05-05   215.09     200.20    
2023-05-19   214.78     211.27    
2023-06-05   222.47     210.46    
2023-06-20   241.15     235.76    
2023-07-05   244.83     232.99    
2023-07-19   262.75     249.05    
2023-08-02   287.57     260.15    
2023-08-16   274.51     286.24    
2023-08-30   282.33     268.86    
2023-09-14   282.56     285.47    
2023-09-28   276.24     266.40    
2023-10-12   269.61     273.68    
2023-10-26   242.43     260.84    
2023-11-09   234.15     223.15    
2023-11-24   247.36     229.17    
2023-12-08   259.50     255.08    
2023-12-22   290.36     299.69    
2024-01-09   292.29     293.15    
2024-01-24   290.68     283.75    
2024-02-07   323.59     324.77    
2024-02-22   322.09     316.64    
2024-03-07   340.22     346.45    
2024-03-21   364.56     353.26    
2024-04-05   379.30     380.43    
2024-04-19   354.66     384.87    
2024-05-03   336.75     341.37    
2024-05-17   356.27     353.20    
2024-06-03   331.36     348.81    
2024-06-17   322.40     319.30    
2024-07-02   327.76     322.71    
2024-07-17   357.80     355.24    
2024-07-31   346.20     339.65    
2024-08-14   337.59     340.88    
2024-08-28   348.20     349.57    
2024-09-12   339.58     332.15    
2024-09-26   390.96     362.55    
2024-10-10   396.64     356.64    
2024-10-24   387.06     370.11    
2024-11-07   408.21     375.33    
2024-12-12   N/A        361.57    
2024-12-13   N/A        358.08    
2024-12-16   N/A        365.64    
2024-12-17   N/A        370.48    
2024-12-18   N/A        357.90    
2024-12-19   N/A        351.49    
2024-12-20   N/A        355.64    
2024-12-23   N/A        371.87    
2024-12-24   N/A        361.30    
2024-12-25   N/A        375.33    
2024-12-26   N/A        393.59    
2024-12-27   N/A        384.37    
2024-12-30   N/A        363.25    
2024-12-31   N/A        365.42    

Company: AMGN
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   263.92     264.98    
2023-01-10   273.88     269.30    
2023-01-25   256.54     262.09    
2023-02-08   240.20     252.50    
2023-02-23   237.62     227.55    
2023-03-09   225.79     224.90    
2023-03-23   233.10     223.40    
2023-04-06   253.32     246.92    
2023-04-21   243.86     254.34    
2023-05-05   236.53     234.98    
2023-05-19   223.42     234.06    
2023-06-05   221.88     214.66    
2023-06-20   228.59     222.26    
2023-07-05   225.88     222.31    
2023-07-19   232.05     222.27    
2023-08-02   230.41     227.13    
2023-08-16   265.02     253.54    
2023-08-30   257.88     254.61    
2023-09-14   262.30     258.44    
2023-09-28   270.82     268.69    
2023-10-12   285.04     268.71    
2023-10-26   269.71     272.29    
2023-11-09   264.06     274.77    
2023-11-24   265.46     263.07    
2023-12-08   269.12     273.37    
2023-12-22   284.16     280.81    
2024-01-09   307.26     302.46    
2024-01-24   305.50     302.61    
2024-02-07   295.87     324.82    
2024-02-22   285.18     290.42    
2024-03-07   272.86     265.20    
2024-03-21   276.95     267.21    
2024-04-05   269.95     279.88    
2024-04-19   268.93     264.71    
2024-05-03   311.29     272.39    
2024-05-17   312.47     308.33    
2024-06-03   307.42     308.85    
2024-06-17   303.28     298.54    
2024-07-02   310.77     306.39    
2024-07-17   335.67     327.85    
2024-07-31   332.47     309.91    
2024-08-14   322.73     299.73    
2024-08-28   329.49     329.13    
2024-09-12   330.06     311.84    
2024-09-26   319.10     313.93    
2024-10-10   321.01     330.56    
2024-10-24   315.69     327.61    
2024-11-07   321.91     322.60    
2024-12-12   N/A        325.98    
2024-12-13   N/A        324.95    
2024-12-16   N/A        327.68    
2024-12-17   N/A        329.96    
2024-12-18   N/A        330.21    
2024-12-19   N/A        329.69    
2024-12-20   N/A        327.12    
2024-12-23   N/A        322.74    
2024-12-24   N/A        321.65    
2024-12-25   N/A        322.60    
2024-12-26   N/A        325.11    
2024-12-27   N/A        326.79    
2024-12-30   N/A        328.31    
2024-12-31   N/A        275.72    

Company: MCD
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   267.57     266.28    
2023-01-10   268.91     272.24    
2023-01-25   273.00     271.87    
2023-02-08   262.82     273.78    
2023-02-23   266.78     264.69    
2023-03-09   261.63     267.60    
2023-03-23   269.62     266.45    
2023-04-06   282.89     274.46    
2023-04-21   292.06     297.19    
2023-05-05   296.60     308.58    
2023-05-19   295.55     294.01    
2023-06-05   288.43     302.86    
2023-06-20   293.04     298.03    
2023-07-05   296.90     307.39    
2023-07-19   294.13     292.35    
2023-08-02   289.62     293.52    
2023-08-16   285.40     301.73    
2023-08-30   284.24     292.76    
2023-09-14   284.76     282.47    
2023-09-28   265.59     275.55    
2023-10-12   246.19     255.01    
2023-10-26   255.83     254.01    
2023-11-09   266.91     270.56    
2023-11-24   282.54     275.99    
2023-12-08   285.53     289.68    
2023-12-22   291.70     297.78    
2024-01-09   290.87     297.33    
2024-01-24   300.44     309.42    
2024-02-07   287.33     278.35    
2024-02-22   295.92     292.87    
2024-03-07   291.11     293.03    
2024-03-21   283.53     295.23    
2024-04-05   266.69     282.57    
2024-04-19   271.99     272.41    
2024-05-03   270.32     275.91    
2024-05-17   272.38     270.40    
2024-06-03   259.75     243.23    
2024-06-17   253.51     250.13    
2024-07-02   247.79     267.64    
2024-07-17   261.00     238.03    
2024-07-31   265.40     243.40    
2024-08-14   271.15     264.28    
2024-08-28   287.05     282.67    
2024-09-12   292.35     301.12    
2024-09-26   303.65     303.40    
2024-10-10   304.04     282.82    
2024-10-24   301.58     289.10    
2024-11-07   294.66     271.81    
2024-12-12   N/A        268.14    
2024-12-13   N/A        278.66    
2024-12-16   N/A        272.85    
2024-12-17   N/A        295.55    
2024-12-18   N/A        280.12    
2024-12-19   N/A        276.48    
2024-12-20   N/A        278.15    
2024-12-23   N/A        285.38    
2024-12-24   N/A        281.29    
2024-12-25   N/A        271.81    
2024-12-26   N/A        288.16    
2024-12-27   N/A        286.60    
2024-12-30   N/A        296.45    
2024-12-31   N/A        307.86    

Company: KO
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   63.82      63.74     
2023-01-10   62.13      62.29     
2023-01-25   60.93      60.41     
2023-02-08   59.72      60.25     
2023-02-23   60.09      60.73     
2023-03-09   59.46      60.43     
2023-03-23   59.92      61.71     
2023-04-06   62.84      61.98     
2023-04-21   64.05      62.31     
2023-05-05   64.02      63.48     
2023-05-19   62.83      62.23     
2023-06-05   60.75      57.36     
2023-06-20   61.26      59.41     
2023-07-05   61.03      60.46     
2023-07-19   61.64      63.86     
2023-08-02   61.96      62.45     
2023-08-16   60.48      59.57     
2023-08-30   60.47      61.17     
2023-09-14   58.46      60.00     
2023-09-28   55.81      57.61     
2023-10-12   52.81      56.82     
2023-10-26   55.78      54.59     
2023-11-09   56.66      57.07     
2023-11-24   58.57      59.21     
2023-12-08   58.61      58.81     
2023-12-22   58.32      57.57     
2024-01-09   60.00      60.23     
2024-01-24   58.91      59.88     
2024-02-07   59.99      62.32     
2024-02-22   61.15      60.70     
2024-03-07   59.44      59.49     
2024-03-21   60.47      62.18     
2024-04-05   59.51      60.52     
2024-04-19   60.17      59.11     
2024-05-03   62.17      63.10     
2024-05-17   63.03      62.65     
2024-06-03   62.93      60.27     
2024-06-17   62.62      61.99     
2024-07-02   63.15      61.74     
2024-07-17   65.21      62.57     
2024-07-31   66.74      65.05     
2024-08-14   68.58      68.11     
2024-08-28   71.75      69.72     
2024-09-12   71.23      68.05     
2024-09-26   71.40      65.77     
2024-10-10   69.25      67.14     
2024-10-24   67.30      69.27     
2024-11-07   63.66      64.89     
2024-12-12   N/A        67.70     
2024-12-13   N/A        67.55     
2024-12-16   N/A        66.46     
2024-12-17   N/A        63.96     
2024-12-18   N/A        64.35     
2024-12-19   N/A        64.90     
2024-12-20   N/A        64.10     
2024-12-23   N/A        65.13     
2024-12-24   N/A        64.14     
2024-12-25   N/A        64.89     
2024-12-26   N/A        66.60     
2024-12-27   N/A        65.59     
2024-12-30   N/A        65.39     
2024-12-31   N/A        60.58     

Company: KHC
Comparison of Actual vs Predicted Prices:
dates actual predicted
2023-02-01   40.54      40.26     
2023-02-15   40.13      39.87     
2023-03-02   38.66      38.88     
2023-03-16   38.18      37.25     
2023-03-30   38.84      37.59     
2023-04-14   39.10      38.82     
2023-04-28   39.27      37.95     
2023-05-12   40.66      39.42     
2023-05-26   38.34      39.86     
2023-06-12   36.58      38.34     
2023-06-27   35.58      36.36     
2023-07-12   35.76      35.09     
2023-07-26   36.36      35.21     
2023-08-09   34.52      35.75     
2023-08-23   33.49      34.70     
2023-09-07   32.68      35.35     
2023-09-21   34.49      34.77     
2023-10-05   32.32      33.10     
2023-10-19   31.45      32.77     
2023-11-02   33.51      32.85     
2023-11-16   33.81      33.46     
2023-12-01   35.52      35.88     
2023-12-15   36.59      36.04     
2024-01-02   38.12      37.29     
2024-01-17   37.79      38.00     
2024-01-31   37.13      38.90     
2024-02-14   34.16      35.71     
2024-02-29   35.28      35.39     
2024-03-14   34.32      33.72     
2024-03-28   36.90      35.25     
2024-04-12   35.94      36.71     
2024-04-26   38.16      36.73     
2024-05-10   36.24      37.74     
2024-05-24   35.85      36.07     
2024-06-10   33.55      35.33     
2024-06-25   32.80      31.76     
2024-07-10   31.92      33.79     
2024-07-24   33.05      33.22     
2024-08-07   34.67      34.90     
2024-08-21   35.44      34.42     
2024-09-05   36.13      35.53     
2024-09-19   34.99      36.04     
2024-10-03   34.17      35.26     
2024-10-17   35.95      36.12     
2024-10-31   33.46      35.66     
2024-12-12   N/A        35.52     
2024-12-13   N/A        35.52     
2024-12-16   N/A        35.48     
2024-12-17   N/A        36.00     
2024-12-18   N/A        35.66     
2024-12-19   N/A        34.80     
2024-12-20   N/A        34.95     
2024-12-23   N/A        35.44     
2024-12-24   N/A        34.12     
2024-12-25   N/A        34.32     
2024-12-26   N/A        34.28     
2024-12-27   N/A        34.13     
2024-12-30   N/A        34.36     
2024-12-31   N/A        33.31     

Company: T
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   18.31      18.16     
2023-01-10   19.47      20.00     
2023-01-25   20.42      19.44     
2023-02-08   19.16      20.07     
2023-02-23   19.35      19.33     
2023-03-09   18.32      18.88     
2023-03-23   18.46      18.37     
2023-04-06   19.65      19.35     
2023-04-21   18.22      20.50     
2023-05-05   17.13      17.28     
2023-05-19   16.31      17.00     
2023-06-05   15.39      15.82     
2023-06-20   15.78      16.06     
2023-07-05   16.07      15.94     
2023-07-19   14.59      13.99     
2023-08-02   14.35      14.50     
2023-08-16   14.10      14.27     
2023-08-30   14.73      14.16     
2023-09-14   15.06      14.47     
2023-09-28   15.01      15.04     
2023-10-12   14.45      14.93     
2023-10-26   15.12      15.42     
2023-11-09   15.63      15.97     
2023-11-24   16.21      16.14     
2023-12-08   16.92      16.93     
2023-12-22   16.55      16.29     
2024-01-09   16.95      16.98     
2024-01-24   16.68      16.98     
2024-02-07   17.33      17.99     
2024-02-22   16.59      17.37     
2024-03-07   17.05      17.17     
2024-03-21   17.16      17.07     
2024-04-05   17.42      17.19     
2024-04-19   16.51      16.28     
2024-05-03   16.85      16.92     
2024-05-17   17.40      17.24     
2024-06-03   18.01      17.60     
2024-06-17   17.67      17.94     
2024-07-02   18.82      18.46     
2024-07-17   19.16      18.66     
2024-07-31   19.25      19.15     
2024-08-14   19.63      19.29     
2024-08-28   19.82      19.97     
2024-09-12   21.59      21.78     
2024-09-26   21.65      22.03     
2024-10-10   21.22      21.63     
2024-10-24   22.20      21.63     
2024-11-07   22.04      22.07     
2024-12-12   N/A        22.29     
2024-12-13   N/A        22.73     
2024-12-16   N/A        22.20     
2024-12-17   N/A        22.36     
2024-12-18   N/A        22.43     
2024-12-19   N/A        22.58     
2024-12-20   N/A        21.63     
2024-12-23   N/A        22.15     
2024-12-24   N/A        22.17     
2024-12-25   N/A        22.07     
2024-12-26   N/A        22.02     
2024-12-27   N/A        21.62     
2024-12-30   N/A        21.79     
2024-12-31   N/A        23.18     

Company: INTC
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   26.09      27.62     
2023-01-10   29.44      27.81     
2023-01-25   29.70      30.29     
2023-02-08   28.24      29.31     
2023-02-23   25.61      27.74     
2023-03-09   26.44      26.12     
2023-03-23   29.03      29.31     
2023-04-06   32.81      31.40     
2023-04-21   30.30      32.49     
2023-05-05   30.99      31.14     
2023-05-19   29.93      30.85     
2023-06-05   29.86      30.61     
2023-06-20   35.00      37.05     
2023-07-05   32.51      32.89     
2023-07-19   34.46      33.41     
2023-08-02   34.39      36.91     
2023-08-16   33.53      35.22     
2023-08-30   34.53      32.20     
2023-09-14   38.67      40.41     
2023-09-28   35.18      35.32     
2023-10-12   36.84      34.72     
2023-10-26   32.52      35.68     
2023-11-09   37.80      40.25     
2023-11-24   43.96      41.32     
2023-12-08   42.70      38.56     
2023-12-22   48.00      42.32     
2024-01-09   48.05      46.21     
2024-01-24   49.09      49.77     
2024-02-07   42.78      43.77     
2024-02-22   42.98      39.86     
2024-03-07   46.15      41.09     
2024-03-21   42.42      41.04     
2024-04-05   38.71      37.40     
2024-04-19   34.20      37.81     
2024-05-03   30.90      30.69     
2024-05-17   31.83      32.20     
2024-06-03   30.29      31.79     
2024-06-17   30.98      30.45     
2024-07-02   31.07      30.96     
2024-07-17   34.46      35.32     
2024-07-31   30.74      31.90     
2024-08-14   19.92      19.61     
2024-08-28   19.61      20.34     
2024-09-12   19.36      19.38     
2024-09-26   23.92      22.44     
2024-10-10   23.22      23.36     
2024-10-24   22.34      22.60     
2024-11-07   26.23      23.05     
2024-12-12   N/A        22.10     
2024-12-13   N/A        22.45     
2024-12-16   N/A        22.76     
2024-12-17   N/A        22.69     
2024-12-18   N/A        22.78     
2024-12-19   N/A        22.47     
2024-12-20   N/A        21.80     
2024-12-23   N/A        22.72     
2024-12-24   N/A        22.65     
2024-12-25   N/A        23.05     
2024-12-26   N/A        24.88     
2024-12-27   N/A        25.93     
2024-12-30   N/A        27.28     
2024-12-31   N/A        22.64     

Company: PM
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   101.69     101.48    
2023-01-10   102.19     103.70    
2023-01-25   103.42     101.61    
2023-02-08   101.29     102.46    
2023-02-23   99.83      101.56    
2023-03-09   98.96      94.23     
2023-03-23   90.27      97.04     
2023-04-06   99.03      96.29     
2023-04-21   97.77      102.61    
2023-05-05   95.56      98.16     
2023-05-19   93.19      98.58     
2023-06-05   90.05      87.85     
2023-06-20   94.82      93.36     
2023-07-05   97.45      93.59     
2023-07-19   98.77      98.53     
2023-08-02   97.94      100.70    
2023-08-16   93.99      99.41     
2023-08-30   96.76      99.09     
2023-09-14   96.31      94.99     
2023-09-28   93.05      91.25     
2023-10-12   91.87      91.63     
2023-10-26   89.71      93.13     
2023-11-09   89.80      89.90     
2023-11-24   94.34      92.13     
2023-12-08   91.31      94.07     
2023-12-22   92.94      88.19     
2024-01-09   95.59      97.71     
2024-01-24   90.88      90.80     
2024-02-07   91.44      87.10     
2024-02-22   91.19      87.31     
2024-03-07   91.51      89.04     
2024-03-21   92.20      90.68     
2024-04-05   89.48      83.17     
2024-04-19   93.77      90.10     
2024-05-03   97.40      92.76     
2024-05-17   99.83      98.85     
2024-06-03   102.96     101.56    
2024-06-17   102.05     103.03    
2024-07-02   101.64     101.18    
2024-07-17   108.31     103.39    
2024-07-31   115.16     112.87    
2024-08-14   117.20     117.27    
2024-08-28   122.57     119.94    
2024-09-12   124.65     128.23    
2024-09-26   120.85     122.53    
2024-10-10   119.39     116.76    
2024-10-24   132.80     124.65    
2024-11-07   123.78     122.61    
2024-12-12   N/A        127.94    
2024-12-13   N/A        129.83    
2024-12-16   N/A        128.54    
2024-12-17   N/A        126.60    
2024-12-18   N/A        132.99    
2024-12-19   N/A        129.38    
2024-12-20   N/A        122.32    
2024-12-23   N/A        121.78    
2024-12-24   N/A        123.24    
2024-12-25   N/A        122.61    
2024-12-26   N/A        120.47    
2024-12-27   N/A        119.86    
2024-12-30   N/A        119.19    
2024-12-31   N/A        121.51    

Company: MKC
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   84.22      81.93     
2023-01-10   84.37      83.53     
2023-01-25   77.98      77.26     
2023-02-08   73.79      75.13     
2023-02-23   75.40      75.94     
2023-03-09   72.00      72.99     
2023-03-23   71.20      66.05     
2023-04-06   85.80      82.83     
2023-04-21   85.68      86.26     
2023-05-05   88.95      88.65     
2023-05-19   88.92      92.97     
2023-06-05   88.76      82.22     
2023-06-20   92.94      95.57     
2023-07-05   87.07      90.76     
2023-07-19   86.06      82.85     
2023-08-02   88.29      89.43     
2023-08-16   85.80      87.64     
2023-08-30   82.92      76.93     
2023-09-14   80.38      81.00     
2023-09-28   74.65      77.52     
2023-10-12   59.56      67.26     
2023-10-26   64.43      63.35     
2023-11-09   64.55      65.14     
2023-11-24   66.44      65.74     
2023-12-08   67.09      68.11     
2023-12-22   67.87      63.12     
2024-01-09   67.63      66.49     
2024-01-24   65.78      63.97     
2024-02-07   65.62      67.92     
2024-02-22   67.79      68.88     
2024-03-07   68.39      65.82     
2024-03-21   69.48      65.45     
2024-04-05   75.47      74.55     
2024-04-19   73.92      72.40     
2024-05-03   75.45      73.36     
2024-05-17   74.01      76.71     
2024-06-03   71.90      71.57     
2024-06-17   69.48      64.27     
2024-07-02   70.24      66.74     
2024-07-17   74.45      68.60     
2024-07-31   77.01      74.48     
2024-08-14   77.96      78.98     
2024-08-28   79.70      78.07     
2024-09-12   83.17      83.31     
2024-09-26   83.25      81.76     
2024-10-10   79.78      79.63     
2024-10-24   78.77      78.51     
2024-11-07   76.34      78.38     
