Date,Open,High,Low,Close,Volume
2015-01-02,87.4800033569336,88.0999984741211,86.66000366210938,87.70999908447266,1944800
2015-01-05,87.80999755859375,88.26000213623047,86.55999755859375,87.05000305175781,1661100
2015-01-06,87.11000061035156,88.75,86.83000183105469,86.88999938964844,1838000
2015-01-07,87.0199966430664,88.30999755859375,86.66999816894531,87.7699966430664,1094200
2015-01-08,87.94000244140625,88.7300033569336,87.80000305175781,88.29000091552734,1018500
2015-01-09,88.51000213623047,88.88999938964844,86.87999725341797,87.79000091552734,1468100
2015-01-12,88.12999725341797,88.22000122070312,86.55000305175781,87.04000091552734,1114700
2015-01-13,87.5199966430664,88.62999725341797,85.70999908447266,86.04000091552734,2595400
2015-01-14,85.5999984741211,87.19999694824219,85.16999816894531,87.1500015258789,1521300
2015-01-15,87.41000366210938,88.63999938964844,87.0,88.48999786376953,1482400
2015-01-16,88.55000305175781,89.0,88.0,88.66999816894531,1295700
2015-01-20,89.0999984741211,89.55999755859375,87.94000244140625,88.69999694824219,1196500
2015-01-21,88.47000122070312,89.76000213623047,87.93000030517578,89.68000030517578,957600
2015-01-22,90.04000091552734,90.33000183105467,88.70999908447266,89.41999816894531,1503900
2015-01-23,89.66999816894531,89.87999725341797,89.22000122070312,89.5999984741211,1254200
2015-01-26,89.48999786376953,89.72000122070312,88.4000015258789,88.83000183105469,1217200
2015-01-27,88.88999938964844,89.2699966430664,88.33999633789062,88.44000244140625,1145700
2015-01-28,88.44999694824219,90.12000274658205,88.44999694824219,88.93000030517578,2028600
2015-01-29,88.66999816894531,90.05999755859375,88.2699966430664,89.9000015258789,1201000
2015-01-30,89.56999969482422,89.79000091552734,87.43000030517578,87.51000213623047,1281400
2015-02-02,87.55999755859375,88.56999969482422,86.77999877929688,88.1500015258789,1542300
2015-02-03,88.20999908447266,89.5199966430664,87.47000122070312,89.41999816894531,1757500
2015-02-04,89.05999755859375,89.25,87.16000366210938,87.47000122070312,1581800
2015-02-05,87.4800033569336,88.12999725341797,85.5999984741211,86.5199966430664,2212500
2015-02-06,86.1500015258789,86.37000274658203,81.98999786376953,82.41000366210938,2851700
2015-02-09,82.54000091552734,83.13999938964844,81.02999877929688,81.30000305175781,2099000
2015-02-10,80.66999816894531,81.88999938964844,80.58999633789062,81.83999633789062,2476500
2015-02-11,81.80000305175781,81.80999755859375,80.4800033569336,80.95999908447266,1725000
2015-02-12,81.08000183105469,81.27999877929688,80.26000213623047,80.6500015258789,1509800
2015-02-13,80.16000366210938,80.25,78.3499984741211,79.12000274658203,2087300
2015-02-17,79.08000183105469,79.83999633789062,78.1500015258789,78.86000061035156,1516700
2015-02-18,78.9000015258789,80.37000274658203,78.52999877929688,80.26000213623047,1303500
2015-02-19,80.44000244140625,80.80000305175781,79.44999694824219,79.76000213623047,812200
2015-02-20,79.68000030517578,79.83000183105469,78.5,79.31999969482422,1160600
2015-02-23,79.70999908447266,80.30000305175781,79.33999633789062,80.27999877929688,999900
2015-02-24,80.25,81.06999969482422,79.87000274658203,80.45999908447266,1370600
2015-02-25,80.16999816894531,80.80999755859375,79.16999816894531,79.37999725341797,1208600
2015-02-26,79.70999908447266,79.83000183105469,78.94999694824219,79.19999694824219,1028100
2015-02-27,79.25,79.56999969482422,78.51000213623047,79.51000213623047,1509500
2015-03-02,79.18000030517578,79.38999938964844,76.83999633789062,77.66999816894531,2070300
2015-03-03,77.55000305175781,77.77999877929688,76.72000122070312,77.4800033569336,1067700
2015-03-04,76.9000015258789,77.27999877929688,76.01000213623047,76.5,1146700
2015-03-05,76.83999633789062,77.30999755859375,76.62000274658203,77.0199966430664,845100
2015-03-06,76.0999984741211,76.0999984741211,74.30000305175781,74.66999816894531,1245100
2015-03-09,74.83999633789062,75.31999969482422,74.45999908447266,74.69999694824219,1031700
2015-03-10,74.43000030517578,75.88999938964844,74.3499984741211,75.4800033569336,1645000
2015-03-11,75.70999908447266,75.70999908447266,74.41000366210938,74.69000244140625,1108300
2015-03-12,75.12000274658203,76.69000244140625,75.12000274658203,76.26000213623047,1207800
2015-03-13,75.73999786376953,75.80000305175781,73.87999725341797,74.6500015258789,1916500
2015-03-16,74.98999786376953,76.6500015258789,74.98999786376953,76.0,1076300
2015-03-17,75.69999694824219,76.36000061035156,75.56999969482422,75.97000122070312,929600
2015-03-18,75.83999633789062,78.6500015258789,75.66999816894531,78.13999938964844,1295400
2015-03-19,77.94999694824219,78.94999694824219,77.66999816894531,77.94000244140625,2430000
2015-03-20,78.30000305175781,79.36000061035156,78.04000091552734,79.05000305175781,3037000
2015-03-23,78.98999786376953,79.1500015258789,78.2699966430664,78.48999786376953,1214800
2015-03-24,78.18000030517578,78.68000030517578,77.16999816894531,77.29000091552734,1219600
2015-03-25,77.69000244140625,78.13999938964844,76.87999725341797,76.94000244140625,1373000
2015-03-26,76.55000305175781,77.3499984741211,75.9000015258789,76.5199966430664,963400
2015-03-27,76.45999908447266,77.23999786376953,76.25,76.68000030517578,826000
2015-03-30,76.87000274658203,77.88999938964844,76.37000274658203,77.30999755859375,1193500
2015-03-31,77.33000183105469,78.08000183105469,76.79000091552734,77.48999786376953,1307900
2015-04-01,77.30999755859375,77.83000183105469,76.25,77.69000244140625,951800
2015-04-02,77.56999969482422,78.08000183105469,77.27999877929688,77.66999816894531,841400
2015-04-06,77.91999816894531,79.45999908447266,77.91999816894531,79.41000366210938,1134500
2015-04-07,79.41000366210938,79.43000030517578,78.0199966430664,78.11000061035156,832100
2015-04-08,78.0199966430664,78.19999694824219,77.08000183105469,77.95999908447266,1040800
2015-04-09,77.77999877929688,78.16999816894531,76.69000244140625,77.01000213623047,1130100
2015-04-10,77.41999816894531,78.38999938964844,77.0999984741211,78.08999633789062,594400
2015-04-13,77.69000244140625,78.0999984741211,77.22000122070312,77.27999877929688,566600
2015-04-14,77.55000305175781,78.06999969482422,77.16999816894531,77.77999877929688,604800
2015-04-15,77.77999877929688,78.7699966430664,77.77999877929688,77.80999755859375,638000
2015-04-16,77.7300033569336,77.94999694824219,76.68000030517578,77.36000061035156,849000
2015-04-17,77.06999969482422,77.83999633789062,77.0199966430664,77.29000091552734,1118100
2015-04-20,77.56999969482422,78.94000244140625,77.52999877929688,78.36000061035156,862200
2015-04-21,78.43000030517578,79.0999984741211,77.87000274658203,78.05999755859375,1194700
2015-04-22,78.2300033569336,78.36000061035156,77.11000061035156,77.87000274658203,957600
